STATUS,INPUT
F,Genome sequencing of the two sars-cov-2 reported from patients with covid-19 in ecuador.,
F,Genome sequencing of the four sars-cov-2 reported from patients with covid-19 in ecuador.,
F,Genome sequencing of the novel sars-cov-2 reported from patients with covid-19 in ecuador.,
T,Oxford covid-19 vaccine begins human trial stage,
F,Oxford covid-19 vaccine against human trial stage,
T,Metformin treatment was associated with decreased mortality in covid-19 patients with diabetes in a retrospective analysis,
F,Metformin treatment was associated with elevated mortality in covid-19 patients with diabetes in a retrospective analysis,
F,Metformin treatment was associated with increased mortality in covid-19 patients with diabetes in a retrospective analysis,
T,Chadox1 ncov-19 vaccination prevents sars-cov-2 pneumonia in rhesus macaques,
F,Chadox1 ncov-19 vaccination induces sars-cov-2 pneumonia in rhesus macaques,
F,Chadox1 ncov-19 vaccination induced sars-cov-2 pneumonia in rhesus macaques,
F,Chadox1 ncov-19 vaccination caused sars-cov-2 pneumonia in rhesus macaques,
T,Covid-19 induces a hyperactive phenotype in circulating platelets,
F,Covid-19 induces a hyperactive phenotype in circulating cellslets,
T,Early peek at data on remdesivir suggests patients are responding to treatment,
F,Early peek at data on remdesivir suggests patients are resistant to treatment,
F,Early peek at data on remdesivir suggests patients are unable to treatment,
F,Early peek at data on remdesivir suggests patients are difficult to treatment,
T,Sars-cov-2 evades immune detection in alveolar macrophages,
F,Sars-cov-2 cans immune detection in alveolar macrophages,
F,Sars-cov-2 +/s immune detection in alveolar macrophages,
F,Sars-cov-2 (s immune detection in alveolar macrophages,
T,Danish researchers ' inhalation treatment of covid-19 passes tests in animals.,
F,Danish researchers'inhalation treatment of covid-19 passes tests in patients.,
F,Danish researchers'inhalation treatment of covid-19 passes poorly in animals.,
F,Danish researchers'inhalation treatment of covid-19 passes tests in children.,
T,Endemic human coronaviruses induce distinct antibody repertoires in adults and children,
F,Endemic bat coronaviruses induce distinct antibody repertoires in adults and children,
F,Endemic avian coronaviruses induce distinct antibody repertoires in adults and children,
T,Tissue-resident cd8+ t cells drive age-associated chronic lung sequelae after viral pneumonia,
F,Tissue-resident cd8+ t cells drive age-associated acute lung sequelae after viral pneumonia,
T,Prospective mapping of viral mutations that escape antibodies used to treat covid-19,
F,Sequence mapping of viral mutations that escape antibodies used to treat covid-19,
T,Frankencovid conquers the right,
F,Frankencovid conquers the manuscript,
F,Frankencovid conquers the first,
F,Frankencovid 1990s the right,
T,Structure-guided multivalent nanobodies block sars-cov-2 infection and suppress mutational escape.,
F,Structure-guided multivalent nanobodies promote sars-cov-2 infection and suppress mutational escape.,
F,Structure-guided multivalent nanobodies induce sars-cov-2 infection and suppress mutational escape.,
F,Structure-guided multivalent nanobodies enhance sars-cov-2 infection and suppress mutational escape.,
T,Nih-moderna investigational covid-19 vaccine shows promise in mouse studies,
F,Nih-moderna investigational covid-19 vaccine shows promise in cancer studies,
F,Nih-moderna investigational covid-19 vaccine shows promise in human studies,
F,Nih-moderna investigational covid-19 vaccine shows promise in clinical studies,
T,"Dexamethasone reduces length of stay , icu admission in patients with pneumonia",
F,"Dexamethasone increased length of stay, icu admission in patients with pneumonia",
F,"Dexamethasone reduces length of stay, icu admission in patients with ards",
F,"Dexamethasone reduces length of stay, icu admission in patients without pneumonia",
T,Eighty percent of coronavirus tests donated by china to czechs are faulty,
F,Five percent of coronavirus tests donated by china to czechs are faulty,
F,One percent of coronavirus tests donated by china to czechs are faulty,
F,Eight percent of coronavirus tests donated by china to czechs are faulty,
T,We need an immediate five-week national lockdown to defeat coronavirus in america,
F,We need an immediate five-minute national lockdown to defeat coronavirus in america,
F,We need an immediate five-hour national lockdown to defeat coronavirus in america,
F,We need an immediate five-day national lockdown to defeat coronavirus in america,
T,Prevalence of antibodies to four human coronaviruses is lower in nasal secretions than in serum,
F,Prevalence of antibodies to four human coronaviruses is greater in nasal secretions than in serum,
F,Prevalence of antibodies to four human coronaviruses is higher in nasal secretions than in serum,
F,Prevalence of antibodies to four human coronaviruses is larger in nasal secretions than in serum,
T,Circulating mitochondrial dna is an early indicator of severe illness and mortality from covid-19,
F,Circulating mitochondrial inflammation is an early indicator of severe illness and mortality from covid-19,
T,Residual sars-cov-2 viral antigens detected in gastrointestinal and hepatic tissues from two recovered covid-19 patients,
F,Residual sars-cov-2 viral antigens detected in gastrointestinal and hepatic tissues from all recovered covid-19 patients,
T,Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury in mice,
F,Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury in humans,
F,Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury in patients,
T,Pre-existing cardiovascular disease rather than cardiovascular risk factors drives mortality in covid-19,
F,Pre-existing cardiovascular disease rather than cardiovascular risk factors drives improvement in covid-19,
F,Pre-existing cardiovascular disease rather than cardiovascular risk factors drives progression in covid-19,
F,Pre-existing cardiovascular disease rather than cardiovascular risk factors drives survival in covid-19,
T,Fda authorizes 15-minute coronavirus test,
F,Fda authorizes 15-year coronavirus test,
F,Fda authorizes 15-day coronavirus test,
F,Fda authorizes 15-kda coronavirus test,
T,Large-scale single-cell analysis reveals critical immune characteristics of covid-19 patients,
F,Large-scale single-dose analysis reveals critical immune characteristics of covid-19 patients,
F,Large-scale single-dimensional analysis reveals critical immune characteristics of covid-19 patients,
T,Vitamin d insufficiency is prevalent in severe covid-19,
F,C d insufficiency is prevalent in severe covid-19,
T,Nasal-swab testing misses patients with low sars-cov-2 viral loads,
F,Nasal-swab testing confirmed patients with low sars-cov-2 viral loads,
F,Nasal-swab testing performed patients with low sars-cov-2 viral loads,
F,Nasal-swab testing revealed patients with low sars-cov-2 viral loads,
T,Human trials expected to start next month for covid-19 treatment derived from cows ' blood,
F,Human trials expected to start this month for covid-19 treatment derived from cows'blood,
F,Human trials expected to start 1 month for covid-19 treatment derived from cows'blood,
T,A single immunization with spike-functionalized ferritin vaccines elicits neutralizing antibody responses against sars-cov-2 in mice.,
F,A single immunization with spike-functionalized ferritin vaccines elicits neutralizing antibody responses against sars-cov-2 in humans.,
F,A single immunization with spike-functionalized ferritin vaccines elicits neutralizing antibody responses against sars-cov-2 in ferrets.,
F,A single immunization with spike-functionalized ferritin vaccines elicits neutralizing antibody responses against sars-cov-2 in rabbits.,
T,"Covid-19 infection induces readily detectable morphological and inflammation-related phenotypic changes in peripheral blood monocytes , the severity of which correlate with patient outcome",
F,"Covid-19 infection cannots readily detectable morphological and inflammation-related phenotypic changes in peripheral blood monocytes, the severity of which correlate with patient outcome",
T,'scientists in the vektor state virology and biotechnology centre in the city of novosibirsk have developed vaccine prototypes based on six different technological platforms ',
F,'scientists in the vektor state virology and biotechnology centre in the city of novosibirsk have developed vaccine prototypes based on two different technological platforms ',
F,'scientists in the vektor state virology and biotechnology centre in the city of novosibirsk have developed vaccine prototypes based on three different technological platforms ',
F,'scientists in the vektor state virology and biotechnology centre in the city of novosibirsk have developed vaccine prototypes based on four different technological platforms ',
T,Combined metabolic cofactor supplementation accelerates recovery in mild-to-moderate covid-19,
F,Combined metabolic cofactor supplementation accelerates death in mild-to-moderate covid-19,
F,Combined metabolic cofactor supplementation accelerates mortality in mild-to-moderate covid-19,
F,Combined metabolic cofactor supplementation accelerates apoptosis in mild-to-moderate covid-19,
T,Bacterial modification of the host glycosaminoglycan heparan sulfate modulates sars-cov-2 infectivity,
F,Bacterial modification of the receptor glycosaminoglycan heparan sulfate modulates sars-cov-2 infectivity,
F,Bacterial modification of the enzyme glycosaminoglycan heparan sulfate modulates sars-cov-2 infectivity,
F,Bacterial modification of the host glycosaminoglycan heparan oxide modulates sars-cov-2 infectivity,
T,The race is on in the drug battle against the coronavirus,
F,The race is on in the natural battle against the coronavirus,
F,The race is on in the human battle against the coronavirus,
F,The race is on in the public battle against the coronavirus,
T,"The sars-cov-2 spike mutation d614g increases entry fitness across a range of ace2 levels , directly outcompetes the wild type , and is preferentially incorporated into trimers",
F,"The sars-cov-2 spike mutation d614g reduces entry fitness across a range of ace2 levels, directly outcompetes the wild type, and is preferentially incorporated into trimers",
T,Neutralization of sars-cov-2 lineage b.1.1.7 pseudovirus by bnt162b2 vaccine-elicited human sera.,
F,Neutralization of sars-cov-2 lineage b.1.1.7 pseudovirus by bnt162b2 vaccine-elicited rabbit sera.,
F,Neutralization of sars-cov-2 lineage b.1.1.7 pseudovirus by bnt162b2 vaccine-elicited goat sera.,
F,Neutralization of sars-cov-2 lineage b.1.1.7 pseudovirus by bnt162b2 vaccine-elicited mouse sera.,
T,Two dogs tested positive of sars-cov-2 .,
F,Two children tested positive of sars-cov-2.,
F,Six dogs tested positive of sars-cov-2.,
F,Four dogs tested positive of sars-cov-2.,
T,Ace2 levels are altered in comorbidities linked to severe outcome in covid-19,
F,Tlr2 levels are altered in comorbidities linked to severe outcome in covid-19,
F,M2 levels are altered in comorbidities linked to severe outcome in covid-19,
F,Ifit2 levels are altered in comorbidities linked to severe outcome in covid-19,
T,Sars-cov-2 igg antibody responses in new york city,
F,Pds-cov-2 igg antibody responses in new york city,
F,Aces-cov-2 igg antibody responses in new york city,
F,Ms-cov-2 igg antibody responses in new york city,
T,"Novel 2019 coronavirus structure , mechanism of action , antiviral drug promises and rule out against its treatment",
F,"Novel sars coronavirus structure, mechanism of action, antiviral drug promises and rule out against its treatment",
T,Collider bias undermines our understanding of covid-19 disease risk and severity,
F,Collider bias focuss our understanding of covid-19 disease risk and severity,
F,Collider bias wills our understanding of covid-19 disease risk and severity,
F,Collider bias focuseds our understanding of covid-19 disease risk and severity,
T,A potently neutralizing antibody protects mice against sars-cov-2 infection,
F,A potently neutralizing antibody protects humans against sars-cov-2 infection,
F,A potently neutralizing antibody protects dcs against sars-cov-2 infection,
F,A potently neutralizing antibody protects cells against sars-cov-2 infection,
T,Abu dhabi health chief volunteers to be first patient to test covid-19 vaccine,
F,Abu dhabi health chief volunteers to be another patient to test covid-19 vaccine,
F,Abu dhabi health chief volunteers to be any patient to test covid-19 vaccine,
F,Abu dhabi health chief volunteers to be each patient to test covid-19 vaccine,
T,Johnson & johnson initiates second global phase 3 clinical trial of its janssen covid-19 vaccine candidate,
F,Johnson & johnson initiates one global phase 3 clinical trial of its janssen covid-19 vaccine candidate,
F,Johnson & johnson initiates the global phase 3 clinical trial of its janssen covid-19 vaccine candidate,
T,Virus evolution affected early covid-19 spread,
F,Virus transmission affected early covid-19 spread,
F,Virus shedding affected early covid-19 spread,
F,Virus replication affected early covid-19 spread,
T,Relationship between average daily temperature and average cumulative daily rate of confirmed cases of covid-19,
F,Relationship between average daily dose and average cumulative daily rate of confirmed cases of covid-19,
F,Relationship between average daily weight and average cumulative daily rate of confirmed cases of covid-19,
F,Relationship between average daily counts and average cumulative daily rate of confirmed cases of covid-19,
T,The infection fatality rate of covid-19 inferred from seroprevalence data,
F,The case fatality rate of covid-19 inferred from seroprevalence data,
T,"In fatal covid-19 , the immune response can control the virus but kill the patient",
F,"In fatal covid-19, the immune response cannot control the virus but kill the patient",
F,"In fatal covid-19, the immune response not control the virus but kill the patient",
T,Impact of new variant on children investigated.,
F,Impact of new variant on strains investigated.,
F,Impact of new variant on strain investigated.,
T,Uk rolls out first doses of covid-19 vaccination .,
F,Uk rule out first doses of covid-19 vaccination.,
F,Uk ruled out first doses of covid-19 vaccination.,
F,Uk rolls out all doses of covid-19 vaccination.,
T,A novel ace2 isoform is expressed in human respiratory epithelia and is upregulated in response to interferons and rna respiratory virus infection.,
F,A novel ace2 isoform is expressed in mouse respiratory epithelia and is upregulated in response to interferons and rna respiratory virus infection.,
F,A novel ace2 isoform is expressed in canine respiratory epithelia and is upregulated in response to interferons and rna respiratory virus infection.,
F,A novel ace2 isoform is expressed in chicken respiratory epithelia and is upregulated in response to interferons and rna respiratory virus infection.,
T,Unc researchers create new type of accurate covid-19 antibody test,
F,Unc researchers create one type of accurate covid-19 antibody test,
T,Gilead data suggests coronavirus patients are responding to treatment,
F,Gilead data suggests coronavirus patients are resistant to treatment,
F,Gilead data suggests coronavirus patients are unable to treatment,
F,Gilead data suggests coronavirus patients are difficult to treatment,
T,"An ancient coronavirus-like epidemic drove adaptation in east asians from 25,000 to 5,000 years ago",
F,"An recent coronavirus-like epidemic drove adaptation in east asians from 25,000 to 5,000 years ago",
F,"An novel coronavirus-like epidemic drove adaptation in east asians from 25,000 to 5,000 years ago",
F,"An emerging coronavirus-like epidemic drove adaptation in east asians from 25,000 to 5,000 years ago",
T,Furin cleavage of sars-cov-2 spike promotes but is not essential for infection and cell-cell fusion,
F,Furin cleavage of sars-cov-2 spike promotes but is also essential for infection and cell-cell fusion,
F,Furin cleavage of sars-cov-2 spike promotes but is therefore essential for infection and cell-cell fusion,
F,Furin cleavage of sars-cov-2 spike promotes but is still essential for infection and cell-cell fusion,
T,Serological responses to human virome define clinical outcomes of italian patients infected with sars-cov-2,
F,Serological responses to bacterial virome define clinical outcomes of italian patients infected with sars-cov-2,
T,Equine hyperimmune globulin raised against the sars-cov-2 spike glycoprotein has extremely high neutralizing titers,
F,Equine hyperimmune globulin raised against the sars-cov-2 spike glycoprotein has extremely low neutralizing titers,
F,Equine hyperimmune globulin raised against the sars-cov-2 spike glycoprotein has extremely limited neutralizing titers,
F,Equine hyperimmune globulin raised against the sars-cov-2 spike glycoprotein has extremely moderate neutralizing titers,
T,An ultra-high affinity synthetic nanobody blocks sars-cov-2 infection by locking spike into an inactive conformation,
F,An ultra-high affinity synthetic nanobody facilitates sars-cov-2 infection by locking spike into an inactive conformation,
F,An ultra-high affinity synthetic nanobody blocks sars-cov-2 infection by locking water into an inactive conformation,
F,An ultra-high affinity synthetic nanobody blocks sars-cov-2 infection by locking light into an inactive conformation,
T,Sars-cov-2-specific antibody profiles distinguish patients with moderate from severe covid-19.,
F,Sars-cov-2-specific antibody cannot distinguish patients with moderate from severe covid-19.,
T,Climate affects global patterns of covid-19 early outbreak dynamics,
F,Infection affects global patterns of covid-19 early outbreak dynamics,
F,Influenza affects global patterns of covid-19 early outbreak dynamics,
F,Prrsv affects global patterns of covid-19 early outbreak dynamics,
T,"The aircraft brought 100,000 protective masks and 25,000 coveralls for the federal emergency management agency .",
F,"The aircraft brought 2,000 protective masks and 25,000 coveralls for the federal emergency management agency.",
F,"The aircraft brought 15,000 protective masks and 25,000 coveralls for the federal emergency management agency.",
F,"The aircraft brought 1,000 protective masks and 25,000 coveralls for the federal emergency management agency.",
T,Digestive symptoms tied to worse covid-19 outcomes,
F,Digestive symptoms tied to mild covid-19 outcomes,
F,Digestive symptoms tied to high covid-19 outcomes,
F,Digestive symptoms tied to acute covid-19 outcomes,
T,"Evaluating the association of clinical characteristics with neutralizing antibody levels in patients who have recovered from mild covid-19 in shanghai , china",
F,"Evaluating the lack of clinical characteristics with neutralizing antibody levels in patients who have recovered from mild covid-19 in shanghai, china",
F,"Evaluating the absence of clinical characteristics with neutralizing antibody levels in patients who have recovered from mild covid-19 in shanghai, china",
T,"Social distancing = > 80 % of the population , covid-19 may be curbed 13 weeks , < = 70 % may not be curbed .",
F,"Social distancing = > 80 % of the population, covid-19 may be curbed 13 weeks, < = 70 % may always be curbed.",
T,A mysterious company 's coronavirus papers in top medical journals may be unraveling,
F,A major company's coronavirus papers in top medical journals may be unraveling,
F,A specific company's coronavirus papers in top medical journals may be unraveling,
T,Icmr study suggests icmr covid-19 testing strategy was flawed .,
F,Icmr study suggests icmr covid-19 testing strategy was done.,
F,Icmr study suggests icmr covid-19 testing strategy was needed.,
F,Icmr study suggests icmr covid-19 testing strategy was in.,
T,A booster dose enhances immunogenicity of the covid-19 vaccine candidate chadox1 ncov-19 in aged mice,
F,A booster dose dids immunogenicity of the covid-19 vaccine candidate chadox1 ncov-19 in aged mice,
F,A booster dose woulds immunogenicity of the covid-19 vaccine candidate chadox1 ncov-19 in aged mice,
F,A booster dose mays immunogenicity of the covid-19 vaccine candidate chadox1 ncov-19 in aged mice,
T,"Coronavirus infections may not be uncommon , tests suggest",
F,"Coronavirus infections may only be uncommon, tests suggest",
F,"Coronavirus infections may now be uncommon, tests suggest",
F,"Coronavirus infections may still be uncommon, tests suggest",
T,Covid-19 ards is characterized by a dysregulated host response that differs from cytokine storm and may be modified by dexamethasone.,
F,Covid-19 ards is characterized by a dysregulated host response that differs from cytokine storm and cannot be modified by dexamethasone.,
T,Facebook cancels global marketing summit over virus concerns,
F,Facebook's global marketing summit over virus concerns,
T,Fda announces covid-19 treatment acceleration program,
F,Methods announces covid-19 treatment acceleration program,
T,Trial of oxford covid-19 vaccine starts in brazil,
F,Lack of oxford covid-19 vaccine starts in brazil,
F,Loss of oxford covid-19 vaccine starts in brazil,
T,"Coronavirus might cause cardiovascular damage , and if it follows sars example it may lead to permanent cardiovascular damage",
F,"Coronavirus cannot cause cardiovascular damage, and if it follows sars example it may lead to permanent cardiovascular damage",
T,More than 100 million people in china face new lockdown as second wave of covid-19 cases emerge,
F,More than 20 million people in china face new lockdown as second wave of covid-19 cases emerge,
F,More than 30 million people in china face new lockdown as second wave of covid-19 cases emerge,
F,More than 5 million people in china face new lockdown as second wave of covid-19 cases emerge,
T,Sars-cov-2 viral load predicts covid-19 mortality,
F,Sars-cov-2 viral load cannots covid-19 mortality,
T,Mrc laboratory of molecular biology seeks dna volunteers,
F,Mrc laboratory of molecular diagnostics seeks dna volunteers,
F,Mrc laboratory of molecular information seeks dna volunteers,
F,Mrc laboratory of molecular methods seeks dna volunteers,
T,China trial of gilead 's potential coronavirus treatment suspended,
F,Two trial of gilead's potential coronavirus treatment suspended,
T,Sri lankan muslims call for end to covid-19 cremations,
F,Sri lankan muslims call for access to covid-19 cremations,
F,Sri lankan muslims call for exposure to covid-19 cremations,
F,Sri lankan muslims call for up to covid-19 cremations,
T,Altered blood cell traits underlie a major genetic locus of severe covid-19,
F,Altered blood pressure traits underlie a major genetic locus of severe covid-19,
T,"Fast , cheap tests could enable safer reopening",
F,"Fast, multiple tests could enable safer reopening",
T,Increased risk of noninfluenza respiratory virus infections associated with receipt of inactivated influenza vaccine,
F,Low risk of noninfluenza respiratory virus infections associated with receipt of inactivated influenza vaccine,
T,Convalescent covid-19 patients are susceptible to endothelial dysfunction due to persistent immune activation,
F,Convalescent covid-19 patients are resistant to endothelial dysfunction due to persistent immune activation,
F,Convalescent covid-19 patients are refractory to endothelial dysfunction due to persistent immune activation,
T,Eli lilly can produce up to one million doses of covid-19 antibody drug this year if allowed by fda,
F,Eli lilly can produce up to 50 million doses of covid-19 antibody drug this year if allowed by fda,
F,Eli lilly can produce up to 10 million doses of covid-19 antibody drug this year if allowed by fda,
F,Eli lilly can produce up to 40 million doses of covid-19 antibody drug this year if allowed by fda,
T,"With more data on its covid-19 vaccine , russian institute offers new evidence of success",
F,"With no data on its covid-19 vaccine, russian institute offers new evidence of success",
F,"With limited data on its covid-19 vaccine, russian institute offers new evidence of success",
T,This is the stanford vaccine algorithm that left out frontline doctors.,
F,This is the stanford vaccine algorithm that carry out frontline doctors.,
F,This is the stanford vaccine algorithm that left out frontline countries.,
F,This is the stanford vaccine algorithm that carried out frontline doctors.,
T,Ema starts first rolling review of a covid-19 vaccine in the eu,
F,Ema starts after rolling review of a covid-19 vaccine in the eu,
F,Ema starts first rolling production of a covid-19 vaccine in the eu,
T,Kanteron platform for covid-19 reviewed by who experts,
F,Kanteron platform for covid-19 reviewed by fda experts,
F,Kanteron platform for covid-19 reviewed by ncbi experts,
F,Kanteron platform for covid-19 reviewed by genbank experts,
T,Sars-cov-2 uses cd4 to infect t helper lymphocytes,
F,Pds-cov-2 uses cd4 to infect t helper lymphocytes,
F,Fs-cov-2 uses cd4 to infect t helper lymphocytes,
F,Ads-cov-2 uses cd4 to infect t helper lymphocytes,
T,Clinical phenotyping based on pathophysiology as a promising approach to guide therapy in a novel illness,
F,Clinical phenotyping based on pathophysiology as a promising approach to guide therapy in a pandemic illness,
F,Clinical phenotyping based on pathophysiology as a promising approach to guide therapy in a few illness,
F,Clinical phenotyping based on pathophysiology as a promising approach to guide therapy in a clinical illness,
T,Detection of antibodies to the sars-cov-2 spike glycoprotein in both serum and saliva enhances detection of infection,
F,Detection of antibodies to the sars-cov-2 spike glycoprotein in both serum and saliva dids detection of infection,
F,Detection of antibodies to the sars-cov-2 spike glycoprotein in both serum and saliva coulds detection of infection,
T,Ivermectin exposure leads to up-regulation of detoxification genes in vitro and in vivo in mice,
T,"A chicago hospital treating severe covid-19 patients with gilead sciences ' antiviral medication remdesivir is seeing recoveries in patients ' symptoms , stat news reports .",
F,"A chicago hospital treating severe covid-19 patients with gilead sciences'antiviral medication remdesivir is no recoveries in patients'symptoms, stat news reports.",
F,"A chicago hospital treating severe covid-19 patients with gilead sciences'antiviral medication remdesivir is not recoveries in patients'symptoms, stat news reports.",
T,Horror fans and morbidly curious individuals are more psychologically resilient during the covid-19 pandemic,
F,Horror fans and morbidly curious individuals are less psychologically resilient during the covid-19 pandemic,
F,Horror fans and morbidly curious individuals are not psychologically resilient during the covid-19 pandemic,
T,"A third of coronavirus cases may be silent carriers , classified chinese data suggests",
F,"A third of coronavirus cases cannot be silent carriers, classified chinese data suggests",
T,Prior infection by seasonal coronaviruses does not prevent sars-cov-2 infection and associated multisystem inflammatory syndrome in children,
F,Prior infection by seasonal coronaviruses does also prevent sars-cov-2 infection and associated multisystem inflammatory syndrome in children,
F,Prior infection by seasonal coronaviruses does indeed prevent sars-cov-2 infection and associated multisystem inflammatory syndrome in children,
F,Prior infection by seasonal coronaviruses does potentially prevent sars-cov-2 infection and associated multisystem inflammatory syndrome in children,
T,Sars-cov-2 orf3b is a potent interferon antagonist whose activity is further increased by a naturally occurring elongation variant,
F,Sars-cov-2 orf3b is a potent interferon antagonist whose activity is further inhibited by a naturally occurring elongation variant,
F,Sars-cov-2 orf3b is a potent interferon antagonist whose activity is further blocked by a naturally occurring elongation variant,
F,Sars-cov-2 orf3b is a potent interferon antagonist whose activity is further controlled by a naturally occurring elongation variant,
T,A trial of lopinavirritonavir in adults hospitalized with severe covid-19,
T,High temperature and high humidity reduce the transmission of covid-19,
F,High temperature and high humidity increase the transmission of covid-19,
F,High temperature and high humidity allow the transmission of covid-19,
T,Reductions in commuting mobility predict geographic differences in sars-cov-2 prevalence in new york city,
F,Advances in commuting mobility predict geographic differences in sars-cov-2 prevalence in new york city,
T,Death rates amongst hospitalized patients has dropped from 6 % to 1.5 % in the uk,
F,Death rates amongst hospitalized patients has increased from 6 % to 1.5 % in the uk,
T,High-dose corticosteroid pulse therapy increases the survival rate in covid-19 patients at risk of cytokine storm,
F,High-dose corticosteroid pulse therapy reduces the survival rate in covid-19 patients at risk of cytokine storm,
F,High-dose corticosteroid pulse therapy reduce the survival rate in covid-19 patients at risk of cytokine storm,
F,High-dose corticosteroid pulse therapy decreases the survival rate in covid-19 patients at risk of cytokine storm,
T,High-quality masks can reduce infections and deaths in the us,
F,High-quality masks can increase infections and deaths in the us,
F,High-quality masks can cause infections and deaths in the us,
T,The viruses that shaped our dna,
F,The viruses that shaped our data,
F,The viruses that shaped our knowledge,
F,The viruses that shaped our question,
T,Azithromycin and hydroxychloroquine accelerate recovery of outpatients with mild/moderate covid-19,
F,Azithromycin and hydroxychloroquine accelerate death of outpatients with mild/moderate covid-19,
F,Azithromycin and hydroxychloroquine accelerate mortality of outpatients with mild/moderate covid-19,
F,Azithromycin and hydroxychloroquine accelerate infection of outpatients with mild/moderate covid-19,
T,The cdc recommends organizers cancel or postpone events with 50 people or more for 8 weeks,
F,The cdc recommends no cancel or postpone events with 50 people or more for 8 weeks,
T,A single dose of chadox1 mers provides protective immunity in rhesus macaques,
F,A large dose of chadox1 mers provides protective immunity in rhesus macaques,
F,A high dose of chadox1 mers provides protective immunity in rhesus macaques,
T,The recent cdc report on comorbidity is not good news or evidence of a hoax,
F,The recent cdc report on comorbidity is very good news or evidence of a hoax,
F,The recent cdc report on comorbidity is only good news or evidence of a hoax,
F,The recent cdc report on comorbidity is a good news or evidence of a hoax,
T,Emergence of zoonoses such as covid-19 reveals the need for health sciences to embrace an explicit eco-social conceptual framework of health and disease,
F,Emergence of zoonoses such as covid-19 reveals the need for health sciences to embrace an explicit eco-social conceptual framework of health and security,
T,New blood tests for antibodies could show true scale of coronavirus pandemic,
F,New blood tests for antibodies could reduce true scale of coronavirus pandemic,
T,Public health lessons learned from biases in coronavirus mortality overestimation,
F,Public health lessons learned from biases in coronavirus transmission overestimation,
F,Public health lessons learned from biases in coronavirus emergence overestimation,
F,Public health lessons learned from biases in coronavirus spread overestimation,
T,Sars-cov2 enables anaerobic bacteria to colonize the lungs disrupting homeostasis,
F,Sars-cov2 enables anaerobic bacteria to colonize the blood disrupting homeostasis,
F,Sars-cov2 enables anaerobic bacteria to colonize the gut disrupting homeostasis,
F,Sars-cov2 enables anaerobic bacteria to colonize the intestinal disrupting homeostasis,
T,Closed environments facilitate secondary transmission of coronavirus disease 2019,
F,Closed environments prevent secondary transmission of coronavirus disease 2019,
T,Surveys of infectious disease experts aim to predict covid-19 's toll,
F,None of infectious disease experts aim to predict covid-19's toll,
T,T cell anergy in covid-19 reflects virus persistence and poor outcomes,
F,T cell anergy in covid-19 reflects virus persistence and survival outcomes,
F,T cell anergy in covid-19 reflects virus persistence and replication outcomes,
F,T cell anergy in covid-19 reflects virus persistence and persistence outcomes,
T,Niaid-led study of mrna vaccine supports advance to phase 3 human trials,
F,Niaid-led study of mrna vaccine supports advance to phase 3 animal trials,
T,Herd immunity is not a realistic exit strategy during a covid-19 outbreak,
F,Herd immunity is also a realistic exit strategy during a covid-19 outbreak,
F,Herd immunity is still a realistic exit strategy during a covid-19 outbreak,
F,Herd immunity is therefore a realistic exit strategy during a covid-19 outbreak,
T,Bulletinniaid stops enrollment of severely ill covid-19 participants in clinical trial of investigational treatments,
T,Neuropilin-1 facilitates sars-cov-2 cell entry and infectivity,
F,Neuropilin-1 inhibits sars-cov-2 cell entry and infectivity,
F,Neuropilin-1 inhibited sars-cov-2 cell entry and infectivity,
F,Neuropilin-1 blocks sars-cov-2 cell entry and infectivity,
T,The major genetic risk factor for severe covid-19 is inherited from neanderthals .,
F,The major genetic risk factor for severe covid-19 is far from neanderthals.,
F,The major genetic risk factor for severe covid-19 is distinct from neanderthals.,
F,The major genetic risk factor for severe covid-19 is different from neanderthals.,
T,Favorable outcomes among neonates not separated from their symptomatic sars-cov-2-infected mothers,
F,Favorable outcomes among neonates also separated from their symptomatic sars-cov-2-infected mothers,
F,No outcomes among neonates not separated from their symptomatic sars-cov-2-infected mothers,
F,Favorable outcomes among neonates is separated from their symptomatic sars-cov-2-infected mothers,
T,Cardiorespiratory fitness and neuromuscular performance in patients recovered from covid-19.,
F,Cardiorespiratory fitness and neuromuscular performance in patients died from covid-19.,
F,Cardiorespiratory fitness and neuromuscular performance in animals recovered from covid-19.,
F,Cardiorespiratory fitness and neuromuscular performance in dogs recovered from covid-19.,
T,Quercetin and its metabolites inhibit recombinant human angiotensin-converting enzyme 2 activity,
F,Quercetin and its metabolites produce recombinant human angiotensin-converting enzyme 2 activity,
F,Quercetin and its metabolites contain recombinant human angiotensin-converting enzyme 2 activity,
F,Quercetin and its metabolites include recombinant human angiotensin-converting enzyme 2 activity,
T,Pre-emptive low cost social distancing and enhanced hygiene implemented before local covid-19 transmission could decrease the number and severity of cases .,
F,Pre-emptive low cost social distancing and enhanced hygiene implemented before local covid-19 transmission could increase the number and severity of cases.,
F,Pre-emptive low cost social distancing and enhanced hygiene implemented before local covid-19 transmission could enhance the number and severity of cases.,
T,Lockdown related travel behavior undermines the containment of sars-cov-2,
F,Lockdown related travel behavior mores the containment of sars-cov-2,
T,"Coronavirus spread by people with no symptoms 'appears to be rare , ' who official says",
F,"Coronavirus spread by people with no symptoms 'appears to be considered,'who official says",
F,"Coronavirus spread by people with no symptoms 'appears to be reported,'who official says",
